project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ000141,CMP03585,Atlas Bot Operations,2021-05-11,2021-09-26,Completed,Email Automation,6,29093,55189,189.7,Human Resources,PwC,Germany,Professional Services & Consulting,21644,Yes,Yes
PRJ000142,CMP00222,Unified RPA Deployment,2023-02-13,2028-01-04,Planned,Payroll Automation,45,121358,405214,333.9,Fraud Detection,Mphasis,India,Telecommunications,267111,Yes,Yes
PRJ000143,CMP02971,Scalable Workflow Automation,2022-10-15,2023-03-05,Completed,Quality Control,43,160555,443131,276.0,Customer Service,Virtusa,Thailand,Education,257484,No,Yes
PRJ000144,CMP04608,Scalable Process Optimization,2023-04-23,2023-06-24,Completed,Compliance Monitoring,3,212582,222148,104.5,Risk Management,WNS Global Services,Italy,Agriculture & Food Processing,5070,No,Yes
PRJ000145,CMP04678,Pinnacle Digital Transformation,2017-03-04,2018-07-15,Completed,Payroll Automation,2,10803,23118,214.0,Procurement,EXL Service,Spain,Retail & E-Commerce,8024,Yes,No
PRJ000146,CMP00200,Strategic Process Mining,2015-06-17,,Active,Financial Reconciliation,43,10955,17933,163.7,Audit,WNS Global Services,South Korea,Construction & Engineering,106581,No,No
PRJ000147,CMP04212,Digital Process Optimization,2022-01-02,2023-08-31,Completed,Data Extraction & Migration,14,12856,15414,119.9,Payroll,HCL Technologies,Singapore,Healthcare & Pharmaceuticals,26474,No,No
PRJ000148,CMP04137,Scalable Efficiency Enhancement,2019-09-28,2020-03-31,Completed,Process Automation,46,103319,74183,71.8,Customer Service,Tech Mahindra,Spain,Life Sciences,68742,Yes,Yes
PRJ000149,CMP04989,Streamlined RPA Deployment,2016-08-09,2017-05-19,Completed,Email Automation,10,65325,326625,500.0,Supply Chain & Procurement,DXC Technology,Sweden,Government & Public Sector,119594,No,Yes
PRJ000150,CMP04636,Optimized Workforce Digitization,2019-02-22,2021-01-05,Completed,Data Validation,23,131596,107645,81.8,Quality Assurance,Hexaware Technologies,Qatar,Banking & Financial Services,17486,Yes,Yes
PRJ000151,CMP00689,Automated Digital Workforce,2020-12-29,2022-04-02,Completed,Inventory Management,6,256530,721362,281.2,Risk Management,WNS Global Services,Netherlands,Construction & Engineering,40714,Yes,Yes
PRJ000152,CMP02901,Comprehensive Efficiency Enhancement,2015-09-05,2023-11-17,Planned,Order Processing,18,76062,173877,228.6,KYC & AML Compliance,Oracle Consulting,Vietnam,Technology & IT Services,14489,Yes,Yes
PRJ000153,CMP04780,Pinnacle Process Mining,2023-05-13,2025-02-09,Completed,Lead Generation,28,10387,15860,152.7,Content Moderation,Accenture,Chile,Media & Entertainment,91756,No,Yes
PRJ000154,CMP03639,Sentinel Workflow Automation,2025-02-10,,Active,Inventory Management,49,145786,404847,277.7,Report Generation,Hitachi Consulting,Vietnam,Telecommunications,51902,No,Yes
PRJ000155,CMP01091,Unified Hyperautomation,2018-08-04,2023-08-04,Planned,Customer Support Automation,14,1451230,1591999,109.7,Tax,Tata Consultancy Services,Romania,Chemical & Materials,5170,Yes,Yes
PRJ000156,CMP04491,Pinnacle Intelligent Automation,2020-09-29,,Active,Supply Chain Optimization,25,223302,292079,130.8,Facilities Management,DXC Technology,Mexico,Energy & Utilities,78693,Yes,Yes
PRJ000157,CMP00927,Unified Cognitive Automation,2023-10-23,,Active,Report Generation,26,33627,77812,231.4,Data Entry,Deloitte,Poland,Legal Services,36656,No,No
PRJ000158,CMP02298,Sentinel Bot Operations,2024-02-13,2025-10-10,Completed,Front Office Automation,19,55450,163023,294.0,IT & Technology,PwC,United States,Telecommunications,101613,Yes,No
PRJ000159,CMP00513,Advanced Workforce Digitization,2022-03-30,2023-10-31,Completed,Payroll Automation,42,154513,381183,246.7,Customer Onboarding,Wipro,Spain,Real Estate,79329,No,Yes
PRJ000160,CMP00810,Vanguard Intelligent Workflow,2023-04-19,2023-11-16,Completed,Compliance Monitoring,20,230614,159815,69.3,IT & Technology,Accenture,United States,Nonprofit & NGO,5372,Yes,Yes
PRJ000161,CMP00144,Smart Smart Operations,2016-04-27,,Active,Compliance Monitoring,35,230152,640743,278.4,Quality Assurance,Cyient,Italy,Retail & E-Commerce,136967,Yes,No
PRJ000162,CMP04411,Sentinel Digital Workforce,2024-11-25,,Active,Back Office Automation,46,32350,97599,301.7,IT & Technology,Aricent,Netherlands,Real Estate,184820,Yes,No
PRJ000163,CMP02282,Intelligent Automation Platform,2018-03-10,2019-04-10,Completed,Report Generation,38,843796,3575163,423.7,Sales & Marketing,McKinsey & Company,Germany,Aerospace & Defense,247935,Yes,Yes
PRJ000164,CMP03639,Scalable Digital Transformation,2016-04-10,2026-09-18,Planned,Customer Support Automation,31,111213,253120,227.6,Procurement,Compunnel,United Kingdom,Telecommunications,84870,Yes,Yes
PRJ000165,CMP00904,Accelerated RPA Deployment,2015-03-11,,Active,Compliance Monitoring,27,184904,354091,191.5,Legal & Compliance,Oracle Consulting,United States,Real Estate,82454,No,Yes
PRJ000166,CMP03358,Streamlined Operational Excellence,2017-10-16,2019-07-15,Completed,Customer Support Automation,16,54994,194953,354.5,Operations,Genpact,India,Agriculture & Food Processing,79097,No,Yes
PRJ000167,CMP00095,End-to-End RPA Deployment,2017-03-26,2018-08-01,Completed,Lead Generation,42,42780,107506,251.3,Operations,LTI Mindtree,Germany,Agriculture & Food Processing,228546,Yes,No
PRJ000168,CMP03961,Atlas End-to-End Automation,2022-05-09,2023-05-02,Completed,Data Validation,34,14451,48613,336.4,Report Generation,Hitachi Consulting,Switzerland,Education,156283,Yes,No
PRJ000169,CMP02772,Scalable Automation Initiative,2017-12-16,,Active,Invoice Processing,13,70128,92428,131.8,Payroll,Cyient,India,Insurance,40903,No,Yes
PRJ000170,CMP00795,Automated Process Reengineering,2015-03-09,,Active,Financial Reconciliation,24,69938,77141,110.3,Customer Onboarding,KPIT Technologies,Sweden,Healthcare & Pharmaceuticals,40659,Yes,No
PRJ000171,CMP02890,Scalable Operational Excellence,2021-12-03,2025-09-13,Planned,Report Generation,38,185653,204218,110.0,Claims Processing,Hexaware Technologies,Netherlands,Media & Entertainment,19918,Yes,No
PRJ000172,CMP00069,Strategic Bot Operations,2025-04-28,,Active,Regulatory Reporting,49,60211,119940,199.2,Operations,Tata Consultancy Services,Canada,Professional Services & Consulting,189997,No,No
PRJ000173,CMP02521,Atlas Digital Transformation,2015-08-26,2016-04-20,Completed,Lead Generation,46,208604,699449,335.3,Payroll,Aricent,India,Retail & E-Commerce,216601,Yes,Yes
PRJ000174,CMP01201,Smart Task Automation,2017-08-29,,Active,Data Validation,11,82263,154325,187.6,Facilities Management,DXC Technology,Netherlands,Construction & Engineering,41546,No,Yes
PRJ000175,CMP04813,Nexus Process Automation,2025-05-28,2025-10-27,Completed,Data Extraction & Migration,15,26087,52513,201.3,Healthcare Administration,Accenture,Sweden,FMCG & Consumer Goods,67952,No,Yes
PRJ000176,CMP00208,Enterprise Efficiency Enhancement,2015-06-22,,Active,Lead Generation,40,451238,1768852,392.0,Research & Development,LTI Mindtree,Ghana,Automotive,375404,No,No
PRJ000177,CMP01904,Sentinel Operational Excellence,2024-05-03,2025-11-27,Completed,Report Generation,20,51123,190944,373.5,Order Processing,IBM Consulting,Taiwan,Education,169418,No,No
PRJ000178,CMP03228,Smart Task Automation,2021-01-16,2024-06-20,Planned,Contract Analysis,46,67047,71673,106.9,Healthcare Administration,Aricent,Romania,Government & Public Sector,32278,Yes,No
PRJ000179,CMP04961,Strategic Process Mining,2019-07-29,2025-01-19,Planned,Claims Processing,29,107292,309966,288.9,Audit,Cyient,United States,Healthcare & Pharmaceuticals,122971,Yes,Yes
PRJ000180,CMP01046,Comprehensive Hyperautomation,2022-09-26,2024-07-25,Completed,Document Processing,12,68342,158280,231.6,Supply Chain & Procurement,KPIT Technologies,Kuwait,Telecommunications,44397,No,Yes
PRJ000181,CMP02774,Horizon Operational Excellence,2022-03-04,2024-01-10,Completed,Data Validation,38,44193,69603,157.5,Order Processing,Capgemini,United Kingdom,Healthcare & Pharmaceuticals,105507,No,Yes
PRJ000182,CMP00645,Automated Digital Transformation,2020-12-20,,Active,Report Generation,10,149858,339578,226.6,Order Processing,Boston Consulting Group,Japan,FMCG & Consumer Goods,16432,Yes,No
PRJ000183,CMP01471,Atlas Intelligent Workflow,2017-08-30,2018-10-13,Completed,Supply Chain Optimization,36,35684,58093,162.8,Operations,WNS Global Services,Canada,Real Estate,135524,Yes,No
PRJ000184,CMP00580,Agile Automation Initiative,2017-10-28,2018-09-13,Completed,Order Processing,48,46296,54860,118.5,Claims Processing,Tata Consultancy Services,United Kingdom,Life Sciences,16851,Yes,No
PRJ000185,CMP00349,Scalable Hyperautomation,2022-11-03,2028-11-14,Planned,Quality Control,40,127043,340094,267.7,Human Resources,EXL Service,France,Technology & IT Services,41250,No,Yes
PRJ000186,CMP03805,Streamlined Cognitive Automation,2015-12-22,,Active,Regulatory Reporting,25,27748,53359,192.3,Tax,Mphasis,France,Agriculture & Food Processing,44386,Yes,Yes
PRJ000187,CMP02590,Unified Workforce Digitization,2018-09-15,2019-08-01,Completed,Contract Analysis,46,229425,222771,97.1,Fraud Detection,Infosys,Taiwan,Government & Public Sector,44904,Yes,Yes
PRJ000188,CMP04066,Enterprise Intelligent Workflow,2021-11-09,2023-04-04,Completed,Customer Support Automation,24,130304,234416,179.9,Supply Chain & Procurement,Tech Mahindra,United States,Legal Services,31129,Yes,No
PRJ000189,CMP00986,Intelligent Smart Operations,2024-05-06,2025-01-03,Completed,Payroll Automation,17,91543,238194,260.2,Treasury,KPIT Technologies,India,Telecommunications,102040,Yes,No
PRJ000190,CMP03027,Global Automation Initiative,2023-09-22,2024-02-27,Completed,Document Processing,41,10000,48030,480.3,Invoice Processing,Wipro,China,Aerospace & Defense,404463,Yes,Yes
PRJ000191,CMP03925,Digital End-to-End Automation,2016-05-30,,Active,Inventory Management,3,24739,123695,500.0,Content Moderation,Cyient,United States,Healthcare & Pharmaceuticals,9533,No,Yes
PRJ000192,CMP03897,Apex Process Reengineering,2018-03-16,2019-03-17,Completed,HR Onboarding,34,202876,205107,101.1,Payroll,SAP Consulting,India,Technology & IT Services,45520,Yes,Yes
PRJ000193,CMP04393,Scalable Intelligent Workflow,2024-11-30,2025-08-09,Completed,Claims Processing,37,913833,1708867,187.0,Invoice Processing,Capgemini,Austria,Energy & Utilities,49290,Yes,Yes
PRJ000194,CMP03134,Streamlined Automation Platform,2017-05-04,2017-12-06,Completed,Regulatory Reporting,15,166086,754694,454.4,Customer Service,SAP Consulting,Singapore,Education,118211,Yes,Yes
PRJ000195,CMP03580,Apex Smart Operations,2023-02-02,2027-01-15,Planned,Document Processing,32,20534,49363,240.4,Supply Chain & Procurement,Wipro,India,Aerospace & Defense,57022,No,Yes
PRJ000196,CMP04176,Enterprise Process Optimization,2019-12-11,,Active,Payroll Automation,24,211132,160249,75.9,Treasury,NTT Data,Spain,Life Sciences,17093,No,No
PRJ000197,CMP00861,Enterprise Intelligent Automation,2021-09-27,2023-06-24,Completed,Email Automation,42,40015,26810,67.0,Treasury,NTT Data,Spain,Chemical & Materials,67221,Yes,No
PRJ000198,CMP03161,End-to-End Bot Operations,2016-10-21,2018-06-26,Planned,Payroll Automation,27,186833,105000,56.2,Sales & Marketing,EY,Indonesia,Real Estate,8936,No,No
PRJ000199,CMP04802,Smart Smart Operations,2018-12-19,2019-05-26,Planned,Financial Reconciliation,16,53782,118159,219.7,Audit,EY,Brazil,Energy & Utilities,49410,No,Yes
PRJ000200,CMP00570,Vanguard Digital Workforce,2021-06-14,2023-06-11,Planned,Document Processing,30,224202,842775,375.9,Data Entry,Cyient,Australia,Professional Services & Consulting,28684,No,Yes
PRJ000201,CMP04017,Unified Process Reengineering,2021-05-02,2024-08-26,Planned,Customer Support Automation,12,45048,90816,201.6,Legal & Compliance,HCL Technologies,Vietnam,Nonprofit & NGO,20446,No,Yes
PRJ000202,CMP04743,Apex End-to-End Automation,2021-05-26,,Active,Data Validation,28,125165,242820,194.0,Research & Development,NTT Data,Peru,Real Estate,121122,No,Yes
PRJ000203,CMP03965,Pinnacle Workflow Automation,2019-01-16,,Active,Financial Reconciliation,30,28526,27071,94.9,Legal & Compliance,Fujitsu,Ecuador,Nonprofit & NGO,21233,Yes,No
PRJ000204,CMP02750,Nexus RPA Deployment,2023-07-09,2023-10-21,Completed,Claims Processing,46,80523,105324,130.8,Quality Assurance,Cyient,Denmark,Banking & Financial Services,100327,Yes,Yes
PRJ000205,CMP02283,Streamlined Operational Excellence,2015-11-14,,Active,Customer Onboarding,6,47816,113132,236.6,Procurement,Maveric Systems,Sweden,Automotive,33029,Yes,Yes
PRJ000206,CMP04315,End-to-End Process Reengineering,2024-08-09,,Active,Back Office Automation,17,69267,62755,90.6,Quality Assurance,Birlasoft,United Kingdom,Oil & Gas,31917,No,Yes
PRJ000207,CMP04184,Quantum Hyperautomation,2023-07-05,,Active,Contract Analysis,43,268291,495265,184.6,KYC & AML Compliance,McKinsey & Company,Vietnam,Technology & IT Services,143605,No,No
PRJ000208,CMP01179,Streamlined Intelligent Workflow,2024-10-13,,Active,Data Validation,11,138717,260787,188.0,Inventory Management,McKinsey & Company,United Kingdom,Insurance,43526,Yes,Yes
PRJ000209,CMP02176,Vanguard RPA Deployment,2025-07-18,2025-08-17,Completed,Supply Chain Optimization,13,123386,136341,110.5,Report Generation,Tata Consultancy Services,South Africa,Nonprofit & NGO,35450,Yes,Yes
PRJ000210,CMP00427,Automated Efficiency Enhancement,2017-06-27,2018-01-31,Completed,Regulatory Reporting,41,165137,459080,278.0,Product Management,Maveric Systems,Egypt,Energy & Utilities,238115,No,No
PRJ000211,CMP00753,Intelligent Operational Excellence,2021-11-22,,Active,Data Extraction & Migration,36,374626,1461041,390.0,Quality Assurance,Cognizant,Denmark,Government & Public Sector,223038,Yes,Yes
PRJ000212,CMP01689,End-to-End Smart Operations,2020-04-28,,Active,Order Processing,28,48488,95278,196.5,Supply Chain & Procurement,DXC Technology,Switzerland,Energy & Utilities,54492,Yes,No
PRJ000213,CMP01671,Titan Process Mining,2019-05-10,2019-10-01,Completed,Document Processing,46,189653,194015,102.3,Finance & Accounting,Maveric Systems,Ecuador,Manufacturing,58313,No,No
PRJ000214,CMP02545,Quantum Digital Transformation,2016-06-09,,Active,Regulatory Reporting,9,108845,302697,278.1,Inventory Management,Accenture,Brazil,Mining & Metals,33769,Yes,Yes
PRJ000215,CMP02300,Vanguard Intelligent Automation,2021-12-24,2023-06-07,Completed,Data Extraction & Migration,14,91954,85241,92.7,Treasury,IBM Consulting,Indonesia,Automotive,17701,No,Yes
PRJ000216,CMP03489,Nexus Cognitive Automation,2025-08-23,,Active,Financial Reconciliation,5,18035,16321,90.5,Legal & Compliance,WNS Global Services,Brazil,Legal Services,2144,No,No
PRJ000217,CMP03713,Quantum Digital Transformation,2025-06-19,2026-01-24,Completed,Data Validation,44,172485,339795,197.0,Fraud Detection,KPIT Technologies,Germany,Education,192718,Yes,Yes
PRJ000218,CMP03455,Titan Bot Operations,2024-02-01,2025-07-21,Completed,Email Automation,25,452397,1460789,322.9,Customer Onboarding,NTT Data,Poland,Healthcare & Pharmaceuticals,55983,Yes,Yes
PRJ000219,CMP04967,Pinnacle Process Automation,2024-08-20,2024-12-12,Completed,Front Office Automation,38,103600,82051,79.2,Tax,WNS Global Services,China,Banking & Financial Services,21007,Yes,Yes
PRJ000220,CMP01546,Automated Operational Excellence,2022-03-05,2023-10-12,Completed,Email Automation,17,12540,15700,125.2,Supply Chain & Procurement,Deloitte,China,Nonprofit & NGO,23545,No,Yes
PRJ000221,CMP03047,Nova Automation Platform,2022-09-05,2024-01-12,Planned,Front Office Automation,4,48330,51568,106.7,Customer Onboarding,DXC Technology,Belgium,Media & Entertainment,5000,Yes,No
PRJ000222,CMP02993,Hyper Efficiency Enhancement,2021-12-16,2023-10-07,Completed,Process Automation,16,11854,19215,162.1,Inventory Management,HPE,Australia,Insurance,42908,No,Yes
PRJ000223,CMP02880,Intelligent End-to-End Automation,2020-03-14,,Active,Payroll Automation,38,81244,131777,162.2,Facilities Management,LTI Mindtree,France,Banking & Financial Services,114196,No,Yes
PRJ000224,CMP01892,Optimized Intelligent Workflow,2022-05-11,,Active,Customer Support Automation,8,167788,271648,161.9,Data Management,Infosys,Mexico,Agriculture & Food Processing,6508,No,Yes
PRJ000225,CMP03140,Automated Intelligent Automation,2023-08-19,2024-09-06,Completed,HR Onboarding,45,44432,93396,210.2,Finance & Accounting,Deloitte,India,Healthcare & Pharmaceuticals,135035,Yes,Yes
PRJ000226,CMP00523,Accelerated Task Automation,2017-09-16,,Active,Claims Processing,30,40945,194529,475.1,Fraud Detection,WNS Global Services,United Kingdom,Energy & Utilities,351149,No,Yes
PRJ000227,CMP00677,Phantom Efficiency Enhancement,2024-10-20,2026-02-05,Completed,Back Office Automation,24,105435,147819,140.2,Payroll,HCL Technologies,United Kingdom,Mining & Metals,82912,No,Yes
PRJ000228,CMP02514,End-to-End Hyperautomation,2024-05-17,2026-03-27,Completed,Customer Onboarding,47,172934,246085,142.3,Report Generation,Infosys,India,Nonprofit & NGO,79958,Yes,No
PRJ000229,CMP01829,Next-Gen Efficiency Enhancement,2025-08-06,2025-10-24,Completed,Regulatory Reporting,37,44717,53794,120.3,Legal & Compliance,Tata Consultancy Services,India,Mining & Metals,76703,No,No
PRJ000230,CMP03808,Apex Process Automation,2018-10-10,2020-04-10,Completed,Inventory Management,20,564162,2555089,452.9,KYC & AML Compliance,EXL Service,Saudi Arabia,Government & Public Sector,184891,No,Yes
PRJ000231,CMP03970,Prism Smart Operations,2022-07-20,,Active,Supply Chain Optimization,32,82412,152379,184.9,Human Resources,Mphasis,Australia,Aerospace & Defense,108509,No,Yes
PRJ000232,CMP02158,Strategic Digital Transformation,2016-03-05,,Active,Compliance Monitoring,12,132781,112199,84.5,Research & Development,KPIT Technologies,Austria,Nonprofit & NGO,23755,No,No
PRJ000233,CMP03214,Smart Intelligent Workflow,2015-05-02,2017-04-04,Completed,Report Generation,25,58194,94507,162.4,Fraud Detection,DXC Technology,United Arab Emirates,Mining & Metals,95622,No,Yes
PRJ000234,CMP02802,Next-Gen Process Optimization,2017-07-12,,Active,Report Generation,29,26685,48486,181.7,Research & Development,NTT Data,Rwanda,Automotive,97482,No,Yes
PRJ000235,CMP02385,Advanced Automation Initiative,2025-08-02,,Active,Order Processing,40,47255,75277,159.3,Data Management,Infosys,United States,Aerospace & Defense,153728,No,No
PRJ000236,CMP03350,Unified Automation Initiative,2020-11-09,2021-12-21,Completed,Report Generation,26,18439,63503,344.4,Fraud Detection,Tech Mahindra,Germany,Automotive,82638,Yes,No
PRJ000237,CMP03507,Automated Intelligent Automation,2020-02-03,2022-01-10,Completed,Inventory Management,24,75453,123592,163.8,Fraud Detection,WNS Global Services,South Korea,Aerospace & Defense,51476,No,No
